,FinalLat,FinalLong,Distillery
0,-6.35936447624,55.7684732961,Bruichladdich
1,-3.08526137375,58.4348844804,OldPulteney
2,-2.99542118081,58.963721379,Scapa
3,-6.28380622016,55.7560243235,Bowmore
4,-2.47933235113,56.8466257985,OldFettercairn
5,-4.23912032627,57.6885606641,Dalmore
6,-3.905230532,57.5376098703,RoyalBrackla
7,-3.18732784489,57.4889111981,Craigallechie
8,-2.9522154818,58.9670102198,Highland Park
9,-6.12365681483,55.8824749104,Bunnahabhain
